match,teamNumber,role,coralPickup,algaePickup,algaeKnocking,underShallowCage,teleopPoints,autoPoints,driverAbility,feeds,defends,coralPickups,algaePickups,coralDrops,algaeDrops,coralL1,coralL2,coralL3,coralL4,processorScores,netScores,netFails,activeAuton,endgame,scouter,notes
Q12,5968,OFFENSE,STATION,GROUND,FALSE,FALSE,29,0,3,0,0,6,2,3,0,0,0,0,3,2,0,0,FALSE,PARKED,,Weak algae grip; not a lot of driver practice
Q13,1671,OFFENSE,STATION,REEF,TRUE,TRUE,55,10,5,0,0,12,5,1,2,0,1,3,7,0,2,1,TRUE,PARKED,,coral fell out of auto
Q13,1671,OFFENSE,STATION,BOTH,TRUE,TRUE,53,3,4,0,0,11,4,1,1,0,1,3,6,0,2,1,TRUE,FAILED_DEEP,,8/10 pretty good. They can do everything but struggle with precision of level 4 coral 
Q13,2438,OFFENSE,STATION,NONE,TRUE,FALSE,45,3,3,0,0,13,0,2,0,3,1,1,6,0,0,0,TRUE,PARKED,,Decent coral cycles; mainly l4-l1 missed some l4
Q13,2438,OFFENSE,STATION,NONE,TRUE,FALSE,43,3,4,0,0,12,0,2,0,2,1,1,6,0,0,0,TRUE,PARKED,,Not the worst robot; good cycling; a lot of driver error 
Q13,3492,OFFENSE,STATION,NONE,FALSE,FALSE,44,3,4,0,0,15,0,2,0,2,6,5,0,0,0,0,TRUE,PARKED,,
Q13,4500,OFFENSE,BOTH,NONE,FALSE,FALSE,66,10,4,0,0,16,0,2,0,1,2,4,7,0,0,0,TRUE,DEEP,,Score on all levels and cycles fast
Q13,4500,OFFENSE,STATION,REEF,TRUE,FALSE,66,17,5,0,0,15,2,0,2,1,2,4,8,0,0,0,TRUE,DEEP,,great consistency with L4; not so much with L1 or L2
Q13,6832,OFFENSE,STATION,BOTH,TRUE,FALSE,12,0,2,0,2,3,3,3,1,0,0,0,0,2,0,0,FALSE,NOT_ATTEMPTED,,only algae
Q14,1833,OFFENSE,STATION,NONE,TRUE,FALSE,44,17,4,0,0,12,0,1,0,2,2,3,4,0,0,0,TRUE,DEEP,,Not the worst kinda mid
Q14,1833,OFFENSE,STATION,NONE,TRUE,FALSE,52,17,4,0,0,13,0,0,0,2,3,3,5,0,0,0,TRUE,DEEP,,Coral bot fast cycles; l4-l1 
Q14,3792,OFFENSE,STATION,GROUND,FALSE,FALSE,64,9,4,0,0,14,5,1,0,13,0,0,0,5,0,0,TRUE,DEEP,,
Q14,6911,OFFENSE,STATION,REEF,TRUE,FALSE,65,10,4,0,0,17,2,3,0,0,1,8,5,0,2,0,TRUE,PARKED,,7/10 lost the match due to alliance 
Q14,10291,OFFENSE,GROUND,BOTH,TRUE,FALSE,38,3,4,0,0,12,2,3,2,4,2,3,0,0,0,0,TRUE,DEEP,,veryyy ranged bot; algae process for intake ; great supporting bot
Q14,10291,OFFENSE,BOTH,REEF,TRUE,FALSE,43,3,4,0,0,13,1,4,1,3,1,3,2,0,0,0,TRUE,DEEP,,Very strategic in its scoring
Q15,78,OFFENSE,STATION,BOTH,TRUE,TRUE,58,3,5,0,0,12,5,2,3,0,4,4,2,0,2,0,TRUE,DEEP,,
Q15,302,OFFENSE,STATION,REEF,TRUE,TRUE,47,24,4,0,0,15,1,2,0,0,2,5,6,0,1,0,TRUE,PARKED,,9/10 
Q15,302,OFFENSE,STATION,REEF,TRUE,TRUE,42,24,5,0,0,17,1,4,0,0,4,4,5,0,1,0,TRUE,FAILED_DEEP,,fast coral scoring; consistent auto for algae too
Q15,4421,OFFENSE,STATION,REEF,TRUE,FALSE,37,10,4,0,0,8,3,1,1,1,0,4,2,2,0,0,TRUE,PARKED,,
Q15,9199,OFFENSE,NONE,NONE,FALSE,FALSE,34,0,3,0,0,6,0,0,0,1,2,1,2,0,0,0,FALSE,DEEP,,Not bad but got stuck good in l4 
Q15,9199,OFFENSE,STATION,NONE,TRUE,FALSE,32,0,3,0,0,6,0,1,0,0,2,1,2,0,0,0,FALSE,DEEP,,Coral bot ; coral got stuck inside the robot
Q16,1425,OFFENSE,STATION,REEF,TRUE,FALSE,45,24,4,0,0,18,2,1,2,5,4,4,4,0,0,0,TRUE,PARKED,,
Q16,1425,FEEDER,STATION,REEF,TRUE,FALSE,60,24,5,0,0,19,2,0,1,4,6,4,5,1,0,0,TRUE,PARKED,,
Q16,4607,OFFENSE,STATION,BOTH,TRUE,FALSE,58,15,5,0,0,10,7,0,1,0,0,2,8,0,5,1,TRUE,FAILED_DEEP,,Scored good L3; L4; and algae in the barge
Q16,4786,OFFENSE,STATION,BOTH,TRUE,FALSE,55,18,5,0,0,13,5,1,0,0,4,4,4,0,5,0,TRUE,FAILED_DEEP,,Really good team; amazing algae; excellent coral; swift and effective cycle times
Q16,6146,OFFENSE,STATION,NONE,FALSE,TRUE,28,3,3,0,0,10,0,3,0,1,0,4,2,0,0,0,TRUE,FAILED_DEEP,,
Q16,7034,OFFENSE,STATION,NONE,FALSE,TRUE,36,17,4,0,0,15,0,4,0,4,0,3,4,0,0,0,TRUE,SHALLOW,,6/10 rly slow at scoring 
Q16,9312,OFFENSE,GROUND,NONE,FALSE,FALSE,29,0,3,0,0,6,0,0,0,2,3,1,0,0,0,0,FALSE,DEEP,,
Q16,9312,OFFENSE,GROUND,NONE,TRUE,FALSE,28,0,3,0,0,7,1,1,1,2,4,0,0,0,0,0,FALSE,DEEP,,Coral bot ;l1-l2 cyles; auto missed all coral
Q17,900,FEEDER,STATION,NONE,FALSE,FALSE,44,17,5,0,0,17,0,4,0,0,4,5,4,0,0,0,TRUE,PARKED,,
Q17,900,OFFENSE,STATION,NONE,FALSE,FALSE,45,13,5,0,0,18,0,5,0,1,4,4,4,0,0,0,TRUE,PARKED,,
Q17,1678,OFFENSE,BOTH,REEF,TRUE,FALSE,74,10,5,0,0,17,2,0,0,0,7,4,6,0,0,2,TRUE,DEEP,,Scored good L2; L3; and L4
Q17,1678,OFFENSE,BOTH,NONE,TRUE,TRUE,59,17,5,0,0,15,1,0,1,0,8,2,5,0,0,0,TRUE,DEEP,,very good coral
Q17,2056,OFFENSE,BOTH,GROUND,TRUE,FALSE,94,31,5,0,0,21,8,1,1,6,5,2,7,2,5,0,TRUE,DEEP,,They are the titans of FRC for a reason
Q17,2724,OFFENSE,GROUND,BOTH,TRUE,FALSE,41,9,4,0,0,7,2,0,0,3,1,3,0,2,0,0,TRUE,DEEP,,Combo bot can do both; both decently fast cycles
Q17,2724,OFFENSE,GROUND,BOTH,TRUE,FALSE,41,9,4,0,0,7,2,0,0,3,1,3,0,2,0,0,TRUE,DEEP,,Good bot; combo Greta algae mid coral
Q17,6348,OFFENSE,STATION,NONE,TRUE,FALSE,28,3,3,0,0,7,0,1,0,0,1,2,3,0,0,0,TRUE,PARKED,,Slow to intake from coral station
Q17,6348,OFFENSE,STATION,NONE,FALSE,FALSE,23,3,3,0,0,8,0,3,0,0,1,2,2,0,0,0,TRUE,PARKED,,somewhat inconsistent with their L4; they launch the coral directly on the reef with a lot of force so if they miss things could get broken; no algae involvement this match 
Q17,9280,OFFENSE,STATION,NONE,FALSE,FALSE,36,0,4,0,0,10,0,1,0,0,3,5,1,0,0,0,FALSE,PARKED,,8/10
Q18,1481,OFFENSE,STATION,NONE,FALSE,FALSE,14,10,1,0,0,4,2,2,0,1,0,0,1,0,0,2,TRUE,DEEP,,Their intake is like a game of pincho (I think that’s what it’s called) sometimes it goes right in sometimes it bounces around. Insanely slow scoring 
Q18,3297,OFFENSE,STATION,BOTH,TRUE,FALSE,54,7,4,0,0,8,2,0,0,0,2,0,6,1,1,0,TRUE,DEEP,,Good algae and coral; able to cycle both pretty fast 
Q18,3297,OFFENSE,STATION,BOTH,FALSE,FALSE,54,7,3,0,0,10,2,2,0,0,2,0,6,1,1,0,TRUE,DEEP,,Good algae mid coral 
Q18,6424,OFFENSE,STATION,REEF,TRUE,FALSE,61,17,5,0,0,11,2,0,0,0,1,6,4,2,0,0,TRUE,DEEP,,
Q18,6424,FEEDER,GROUND,REEF,TRUE,FALSE,65,17,5,0,0,13,2,1,0,0,1,7,4,2,0,0,TRUE,DEEP,,
Q18,8808,OFFENSE,GROUND,NONE,FALSE,FALSE,50,10,4,0,0,9,0,0,0,0,1,0,8,0,0,0,TRUE,DEEP,,7/10 slow and did not do algae 
Q18,8808,OFFENSE,GROUND,NONE,FALSE,FALSE,41,10,4,0,0,8,0,1,0,0,0,1,6,0,0,0,TRUE,DEEP,,Scored lots of coral on all levels
Q18,8808,OFFENSE,BOTH,NONE,FALSE,TRUE,42,10,5,0,0,9,0,2,0,0,0,0,7,0,0,0,TRUE,DEEP,,only scored coral; mainly griund intake
Q18,10260,DEFENSE,NONE,NONE,FALSE,FALSE,2,3,4,0,3,1,0,1,0,0,0,0,0,0,0,0,TRUE,PARKED,,They only blocked one coral station however they defended it well
Q19,3173,OFFENSE,STATION,BOTH,TRUE,FALSE,56,17,5,0,0,9,5,1,0,3,0,1,4,2,3,0,TRUE,DEEP,,Good algae bot; also good coral; overall fast cycle and good team
Q19,3173,OFFENSE,STATION,BOTH,TRUE,FALSE,66,17,5,0,0,12,5,2,0,3,0,1,6,2,3,0,TRUE,DEEP,,Very good algea good coral fast
Q19,3891,OFFENSE,STATION,NONE,FALSE,FALSE,35,3,3,0,0,12,0,2,0,1,1,7,0,0,0,0,TRUE,PARKED,,
Q19,4005,OFFENSE,GROUND,NONE,TRUE,TRUE,43,0,5,0,0,10,1,1,1,1,4,3,1,0,0,0,FALSE,DEEP,,
Q19,4005,OFFENSE,STATION,NONE,FALSE,TRUE,43,10,4,0,0,9,0,0,0,1,1,4,3,0,0,0,TRUE,DEEP,,8/10 
Q19,6995,OFFENSE,GROUND,BOTH,TRUE,FALSE,71,0,4,0,0,10,5,1,0,0,3,4,2,2,3,0,FALSE,DEEP,,Really good team; but a very simple auto
Q19,9032,OFFENSE,GROUND,REEF,TRUE,FALSE,55,24,5,0,0,15,1,0,0,0,3,5,7,0,1,0,TRUE,PARKED,,Scored amazing points all around
Q19,9032,OFFENSE,BOTH,REEF,TRUE,FALSE,51,24,5,0,0,15,1,1,0,0,3,4,7,0,1,0,TRUE,PARKED,,
Q19,9032,FEEDER,BOTH,REEF,TRUE,FALSE,54,17,5,0,0,14,1,0,0,0,4,4,6,0,1,0,TRUE,PARKED,,
Q20,418,OFFENSE,STATION,REEF,TRUE,FALSE,43,17,4,3,0,10,4,0,1,1,0,1,8,0,0,0,TRUE,DEEP,,Combo bot; cycled coral more and had fast cycles 
Q20,418,OFFENSE,STATION,REEF,TRUE,FALSE,38,17,4,1,0,9,2,1,1,1,0,1,6,0,0,0,TRUE,DEEP,,Not a bad boy good algea 
Q20,1731,OFFENSE,STATION,NONE,FALSE,FALSE,71,24,3,0,0,20,0,4,0,0,0,6,10,0,0,0,TRUE,DEEP,,Pretty good coral bot
Q20,2129,IMMOBILE,NONE,NONE,FALSE,FALSE,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE,PARKED,,Did not move the whole match. Got pushed into parking by another team
Q20,2129,IMMOBILE,NONE,NONE,FALSE,FALSE,2,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE,PARKED,,Barely moved the whole match
Q20,2129,IMMOBILE,NONE,NONE,FALSE,FALSE,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE,PARKED,,robot could not move; ended up not scoring and was pushed to be parked
Q20,3255,OFFENSE,STATION,GROUND,FALSE,FALSE,33,10,3,0,0,8,3,3,0,0,0,3,2,0,1,2,TRUE,DEEP,,Slowness at the start is attributed to algae stuck in drive train 
Q20,3255,OFFENSE,STATION,BOTH,TRUE,FALSE,21,10,3,0,0,7,3,2,1,0,0,3,2,0,1,1,TRUE,FAILED_DEEP,,had an algae stuck in their elevator for a while
Q20,4613,OFFENSE,STATION,REEF,FALSE,FALSE,34,10,3,0,0,9,2,0,2,1,2,1,5,0,0,0,TRUE,PARKED,,glitching
Q21,1369,OFFENSE,NONE,BOTH,TRUE,FALSE,30,14,3,0,0,1,10,0,0,0,0,0,1,2,5,3,TRUE,PARKED,,Semi-accurate barge robot
Q21,1369,OFFENSE,NONE,BOTH,TRUE,FALSE,30,10,3,0,0,1,9,0,1,0,0,0,1,2,4,2,TRUE,PARKED,,only got 1 l4 coral; mainly algae
Q21,4451,DEFENSE,STATION,NONE,FALSE,FALSE,22,3,3,0,0,6,0,2,0,0,0,0,4,0,0,0,TRUE,PARKED,,
Q21,4451,DEFENSE,STATION,NONE,FALSE,FALSE,22,6,4,0,0,6,0,1,0,1,0,0,4,0,0,0,TRUE,PARKED,,coral stuck in bot
Q21,6909,OFFENSE,STATION,NONE,TRUE,FALSE,26,14,2,1,0,6,3,0,1,3,0,2,1,0,1,0,TRUE,DEEP,,Ok cycles; missed coral a lot
Q21,6909,OFFENSE,STATION,NONE,FALSE,FALSE,20,3,3,0,0,7,0,4,0,2,0,1,0,0,0,0,TRUE,DEEP,,Scored on L1 mainly
Q21,9432,OFFENSE,BOTH,REEF,TRUE,TRUE,81,0,5,0,0,12,3,0,0,0,0,5,7,1,2,0,FALSE,DEEP,,really clean coral to algae scoring method; consistent algae
Q21,9432,OFFENSE,STATION,REEF,TRUE,TRUE,76,0,4,0,0,12,3,1,0,0,0,5,6,1,2,0,FALSE,DEEP,,9/10 pretty good
Q21,10698,OFFENSE,STATION,NONE,TRUE,FALSE,29,3,2,0,0,6,0,2,0,1,0,0,3,0,0,0,TRUE,DEEP,,Took about 20-30 seconds to place one L4
Q22,2438,OFFENSE,STATION,NONE,FALSE,FALSE,18,0,1,0,0,7,0,2,0,3,0,0,2,0,0,0,FALSE,PARKED,,okay ig; l4 cycle slow tho and missed a lot 
Q22,2438,OFFENSE,STATION,NONE,FALSE,FALSE,14,3,1,0,0,5,0,1,0,1,0,0,2,0,0,0,TRUE,PARKED,,Terrible drivers 
Q22,5660,OFFENSE,STATION,REEF,TRUE,FALSE,42,3,3,0,0,9,5,3,0,1,0,5,0,0,2,3,TRUE,DEEP,,Fast at algae; better at algae than coral
Q22,7525,FEEDER,STATION,NONE,FALSE,FALSE,44,24,4,0,0,16,0,2,0,0,4,5,5,0,0,0,TRUE,PARKED,,
Q22,8738,OFFENSE,STATION,REEF,TRUE,TRUE,53,10,5,0,0,12,6,2,4,0,2,2,6,2,0,0,TRUE,PARKED,,
Q22,8738,OFFENSE,STATION,REEF,TRUE,FALSE,53,17,4,0,0,11,5,0,3,0,2,2,7,2,0,0,TRUE,PARKED,,9/10 
Q23,494,OFFENSE,BOTH,REEF,TRUE,FALSE,63,17,5,0,0,12,2,0,0,0,1,5,6,0,2,0,TRUE,DEEP,,Versatile robot
Q23,649,OFFENSE,GROUND,REEF,TRUE,FALSE,45,10,4,0,0,10,1,2,0,0,2,4,2,1,0,0,TRUE,DEEP,,Good algea good coral 
Q23,649,OFFENSE,GROUND,REEF,TRUE,FALSE,45,10,4,0,0,9,1,1,0,0,2,4,2,1,0,0,TRUE,DEEP,,Decent coral cycle; l4-l3
Q23,1507,OFFENSE,STATION,REEF,TRUE,TRUE,47,10,4,0,0,10,1,1,0,0,4,1,4,0,1,0,TRUE,DEEP,,8/10 just a little slow on scoring 
Q23,1507,OFFENSE,STATION,REEF,TRUE,TRUE,55,10,5,0,0,11,1,0,0,0,5,1,5,0,1,0,TRUE,DEEP,,consistent algae scoring; good with both coral and algae
Q23,4415,OFFENSE,BOTH,REEF,TRUE,FALSE,70,10,5,0,0,15,3,1,0,0,4,3,7,1,2,0,TRUE,PARKED,,
Q24,226,OFFENSE,STATION,REEF,TRUE,FALSE,56,0,5,0,0,12,3,3,0,0,4,5,0,0,3,0,FALSE,DEEP,,3 L4 auto I missed it
Q24,694,OFFENSE,STATION,REEF,TRUE,FALSE,74,24,5,0,0,15,3,0,0,0,4,4,7,1,2,0,TRUE,DEEP,,Very fast coral cycle time; can do both algae barge and processor; is resistant against defense. Drivers have good practice.
Q24,5968,OFFENSE,STATION,NONE,FALSE,FALSE,32,10,4,0,0,10,0,0,0,2,3,3,2,0,0,0,TRUE,PARKED,,
Q24,6017,OFFENSE,GROUND,REEF,TRUE,TRUE,28,10,4,0,0,7,0,1,0,2,1,1,2,0,0,0,TRUE,DEEP,,tedious scoring for coral; misses some times
Q24,9301,DEFENSE,NONE,NONE,FALSE,TRUE,12,3,3,0,355,1,0,0,0,0,0,0,0,0,0,0,TRUE,DEEP,,Hard defense not best i have seen
Q24,9301,DEFENSE,NONE,NONE,FALSE,FALSE,12,0,3,0,400,1,0,0,0,0,0,0,0,0,0,0,FALSE,DEEP,,The defense kings 
Q25,179,OFFENSE,BOTH,NONE,FALSE,FALSE,58,10,3,0,0,13,0,0,0,1,3,5,4,0,0,0,TRUE,DEEP,,
Q25,4500,OFFENSE,STATION,NONE,TRUE,FALSE,27,17,4,0,0,5,0,0,0,0,0,0,5,0,0,0,TRUE,DEEP,,
Q25,4967,OFFENSE,STATION,NONE,FALSE,FALSE,38,10,4,0,0,10,0,1,0,0,1,2,6,0,0,0,TRUE,PARKED,,
Q26,1671,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,Did not get to scout this match
Q27,4786,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,Did not get to scout this match
Q28,3255,OFFENSE,STATION,REEF,TRUE,FALSE,59,3,4,0,0,11,3,2,0,0,3,4,2,0,3,0,TRUE,DEEP,,
Q28,6348,OFFENSE,STATION,NONE,FALSE,FALSE,19,3,2,0,0,6,0,1,0,0,2,2,1,0,0,0,TRUE,NOT_ATTEMPTED,Matthew,Slow elevator. Bundle wired can get easily chopped by a robot. Tippy has connection issues
Q28,6911,OFFENSE,STATION,BOTH,TRUE,TRUE,36,10,3,0,0,6,5,2,0,1,0,0,3,1,4,0,TRUE,PARKED,,Got coral stuck inside bot halfway through game
Q28,10291,OFFENSE,BOTH,NONE,FALSE,TRUE,23,3,4,0,0,3,0,0,0,0,1,2,0,0,0,0,TRUE,DEEP,,Coral team; only focused on corals
Q29,900,OFFENSE,STATION,NONE,FALSE,FALSE,89,17,5,0,0,25,0,2,0,0,5,8,10,0,0,0,TRUE,PARKED,,Coral bot super fast cycles can get ro singlehandedly
Q29,4421,OFFENSE,STATION,REEF,TRUE,FALSE,56,10,3,1,0,9,3,1,0,0,1,1,6,2,0,0,TRUE,DEEP,Matthew,L4 isn’t at the angle I like. It looks like 4079 arch. Station intake. No idea if and L1
Q29,4421,OFFENSE,STATION,REEF,TRUE,FALSE,48,3,5,0,0,5,4,0,1,0,1,3,1,2,1,0,TRUE,DEEP,,Both coral and algae team; scores in barge
Q29,6909,OFFENSE,STATION,NONE,TRUE,FALSE,36,3,3,0,7,12,1,5,0,1,2,4,0,0,0,1,TRUE,DEEP,,
Q29,9484,OFFENSE,STATION,REEF,TRUE,FALSE,55,3,3,0,0,9,8,2,5,1,1,3,2,2,1,0,TRUE,DEEP,,
Q30,418,OFFENSE,STATION,NONE,TRUE,FALSE,28,0,5,0,0,6,1,1,0,2,0,1,2,0,1,0,FALSE,SHALLOW,,
Q30,418,OFFENSE,STATION,REEF,TRUE,FALSE,24,10,2,1,0,11,2,4,1,1,1,1,4,0,0,0,TRUE,NOT_ATTEMPTED,Matthew,Their algae doesn’t score and they don’t grip it well. Coral cycles are only ok. Big funnel works but they have inconsistent scoring.
Q30,1678,OFFENSE,GROUND,BOTH,TRUE,TRUE,94,10,5,1,0,17,6,0,0,1,6,6,4,4,1,0,TRUE,DEEP,,One of the best stats I’ve ever seen
Q30,5660,OFFENSE,NONE,NONE,TRUE,FALSE,39,17,4,0,0,8,3,1,0,0,1,4,2,0,2,1,TRUE,DEEP,,
Q30,6832,DEFENSE,STATION,NONE,FALSE,FALSE,4,0,2,0,8,1,0,0,0,1,0,0,0,0,0,0,FALSE,PARKED,,Their coral intake stopped working so they tried to be defense; and it was ineffective 
Q30,6832,DEFENSE,STATION,NONE,FALSE,FALSE,2,3,2,0,7,2,0,1,0,0,0,0,0,0,0,0,TRUE,PARKED,,Defensive team; bad at coral and doesn’t do algae
Q30,10698,OFFENSE,STATION,NONE,FALSE,FALSE,27,0,3,0,0,5,0,2,0,0,0,0,3,0,0,0,FALSE,DEEP,,
Q31,494,OFFENSE,STATION,NONE,TRUE,FALSE,51,17,4,0,0,13,0,1,0,0,3,5,4,0,0,0,TRUE,DEEP,,Scored L4; L3; and L2
Q31,494,FEEDER,STATION,NONE,FALSE,FALSE,51,17,4,0,0,13,0,1,0,0,3,5,4,0,0,0,TRUE,DEEP,,
Q31,494,OFFENSE,STATION,NONE,FALSE,FALSE,51,17,3,0,0,13,0,1,0,0,3,5,4,0,0,0,TRUE,DEEP,,
Q31,1369,OFFENSE,NONE,BOTH,TRUE,TRUE,22,0,5,0,0,1,7,1,1,0,0,0,0,0,5,0,FALSE,PARKED,,
Q31,1369,OFFENSE,NONE,GROUND,FALSE,FALSE,18,7,2,0,0,1,7,1,2,0,0,0,0,0,5,0,TRUE,PARKED,Matthew,Ground algae but they foul a lot and struggles to grab it
Q31,1833,OFFENSE,STATION,NONE,FALSE,FALSE,60,17,4,0,0,17,0,0,0,3,6,6,2,0,0,0,TRUE,DEEP,,Pure coral bot
Q31,2056,OFFENSE,BOTH,REEF,TRUE,FALSE,46,10,5,0,0,11,3,0,1,2,4,2,3,1,1,0,TRUE,PARKED,,Extremely fast at corals 
Q31,3891,DEFENSE,STATION,NONE,FALSE,FALSE,10,3,3,0,2,4,1,2,0,0,0,2,0,0,0,0,TRUE,PARKED,,
Q31,7048,OFFENSE,STATION,NONE,FALSE,FALSE,17,10,3,0,0,8,0,3,0,0,0,3,2,0,0,0,TRUE,FAILED_SHALLOW,,Dropped 5 corals from station; inconsistent loading
Q31,7048,OFFENSE,STATION,NONE,FALSE,FALSE,19,10,4,0,0,8,0,3,0,0,0,3,2,0,0,0,TRUE,PARKED,,
Q32,537,OFFENSE,STATION,NONE,FALSE,FALSE,52,6,2,0,0,9,0,0,0,1,0,0,8,0,0,0,TRUE,DEEP,Matthew,L4 only. Did not have good auto but pretty nice and small robot. Did not move too fast
Q32,537,OFFENSE,STATION,NONE,FALSE,FALSE,62,3,5,1,0,13,1,2,0,0,0,0,10,0,0,0,TRUE,DEEP,,Focused on L4 corals
Q32,537,OFFENSE,STATION,NONE,FALSE,FALSE,50,0,2,0,0,12,0,2,0,0,0,0,10,0,0,0,FALSE,FAILED_DEEP,,Their auto failed; their cycle times are kind of slow 
Q32,1481,FEEDER,STATION,REEF,TRUE,FALSE,22,7,3,0,0,10,2,5,1,1,0,2,2,0,1,0,TRUE,PARKED,,
Q32,1481,OFFENSE,STATION,NONE,FALSE,FALSE,23,3,5,0,0,12,0,4,0,6,0,1,1,0,0,0,TRUE,PARKED,,
Q32,4451,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,Did not show up
Q32,6017,OFFENSE,GROUND,NONE,FALSE,FALSE,36,3,3,0,0,10,0,5,0,0,0,1,4,0,0,0,TRUE,DEEP,,
Q32,8575,OFFENSE,STATION,REEF,FALSE,FALSE,36,9,4,0,0,11,3,4,1,0,2,5,0,2,0,0,TRUE,PARKED,,
Q32,8575,OFFENSE,STATION,REEF,TRUE,FALSE,30,9,4,0,0,8,3,2,1,0,0,5,0,2,0,0,TRUE,PARKED,,Scored L2; L3; and processor
Q32,8575,OFFENSE,STATION,NONE,TRUE,FALSE,29,9,3,0,0,6,5,0,3,0,3,3,0,1,1,0,TRUE,PARKED,,
Q32,9312,OFFENSE,GROUND,NONE,FALSE,FALSE,22,3,3,0,0,13,0,9,0,2,2,0,0,0,0,0,TRUE,DEEP,,
Q32,9312,OFFENSE,GROUND,NONE,FALSE,FALSE,21,3,1,0,0,6,0,1,0,3,1,0,0,0,0,0,TRUE,DEEP,,Driver ability was bad; kept dropping coral
Q33,649,OFFENSE,GROUND,NONE,FALSE,FALSE,60,3,4,0,0,10,1,0,1,0,0,2,8,0,0,0,TRUE,DEEP,,
Q33,649,OFFENSE,NONE,NONE,FALSE,FALSE,25,3,4,0,0,5,0,0,0,0,0,0,5,0,0,0,TRUE,FAILED_SHALLOW,,
Q33,649,OFFENSE,GROUND,NONE,TRUE,FALSE,60,3,3,0,0,11,1,1,1,0,0,2,8,0,0,0,TRUE,DEEP,,
Q33,2438,FEEDER,STATION,REEF,TRUE,TRUE,20,3,3,0,0,2,5,2,2,0,0,0,0,3,0,0,TRUE,PARKED,,
Q33,3284,OFFENSE,GROUND,NONE,FALSE,FALSE,14,0,3,0,0,10,0,3,0,7,0,0,0,0,0,0,FALSE,FAILED_DEEP,,wait it didn't load w coral
Q33,4005,OFFENSE,STATION,NONE,FALSE,FALSE,47,10,4,0,0,8,0,0,0,0,0,0,8,0,0,0,TRUE,DEEP,,
Q33,6083,OFFENSE,STATION,NONE,FALSE,FALSE,6,24,3,0,0,5,1,2,0,0,0,0,3,0,1,0,TRUE,PARKED,,
Q33,6083,OFFENSE,STATION,GROUND,TRUE,FALSE,31,17,2,0,0,9,2,1,1,0,2,3,3,1,0,0,TRUE,PARKED,,Their cycle times are very slow
Q33,9301,OFFENSE,STATION,NONE,FALSE,FALSE,18,6,3,0,0,5,0,1,0,4,0,0,0,0,0,0,TRUE,DEEP,Matthew,L1 kitbot. Not much else. Sometimes does not get it
Q33,9301,OFFENSE,STATION,GROUND,FALSE,FALSE,18,3,4,2,0,7,2,1,0,6,0,0,0,0,0,0,TRUE,SHALLOW,,
Q33,9301,OFFENSE,STATION,GROUND,FALSE,FALSE,32,6,4,0,0,8,3,3,1,5,0,0,0,2,0,0,TRUE,DEEP,,Scored L1 and processor 
Q34,78,OFFENSE,GROUND,BOTH,TRUE,TRUE,31,3,3,1,0,2,5,1,1,0,0,0,1,1,2,0,TRUE,DEEP,,
Q34,78,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,
Q34,1847,OFFENSE,STATION,NONE,FALSE,FALSE,39,3,4,0,0,13,0,4,0,0,1,4,4,0,0,0,TRUE,FAILED_DEEP,,
Q34,1847,OFFENSE,STATION,NONE,FALSE,FALSE,41,6,2,0,0,13,0,2,0,2,1,4,4,0,0,0,TRUE,FAILED_DEEP,,
Q34,1847,OFFENSE,STATION,NONE,FALSE,FALSE,43,6,4,0,0,13,0,1,0,3,1,4,4,0,0,0,TRUE,FAILED_DEEP,,Scored lots on all levels
Q34,1847,OFFENSE,NONE,NONE,FALSE,FALSE,35,6,2,0,0,9,0,0,0,2,1,2,4,0,0,0,TRUE,PARKED,Matthew,No auton. Kinda mid but still alright as far as accuracy. Weird coral setup but would prob not be playoffs
Q34,2630,OFFENSE,STATION,BOTH,FALSE,FALSE,62,3,3,0,0,15,6,3,1,1,4,5,2,2,1,2,TRUE,PARKED,,
Q34,3297,OFFENSE,GROUND,REEF,TRUE,FALSE,23,3,2,1,0,4,2,1,1,0,2,0,1,0,0,0,TRUE,DEEP,,
Q34,3297,OFFENSE,BOTH,BOTH,TRUE,FALSE,30,14,3,0,0,6,2,1,0,0,3,0,2,0,2,0,TRUE,DEEP,,They almost tipped over; they miss sometimes; they also take a while to align to the reef
Q34,4607,FEEDER,STATION,REEF,TRUE,FALSE,63,24,5,0,0,13,3,0,1,0,2,5,6,1,1,0,TRUE,DEEP,,
Q34,7525,OFFENSE,STATION,NONE,FALSE,FALSE,51,22,4,0,0,17,0,0,0,2,5,5,5,0,0,0,TRUE,PARKED,,3.5 coral auto
